"metr" "Region" "Disease" "burden" "cats27"
"626" "yll" "High-income" "Congenital anomalies" 1963851.683 TRUE
"627" "yll" "High-income" "Diabetes, urinary diseases and male infertility" 5875988.606455 TRUE
"628" "yll" "High-income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 4880946.9812506 TRUE
"629" "yll" "High-income" "Digestive diseases (except cirrhosis)" 2639791.05093 TRUE
"630" "yll" "High-income" "Excluded residual categories" 1585351.9948 FALSE
"631" "yll" "High-income" "Gynecological diseases" 13693.993005 TRUE
"632" "yll" "High-income" "Hemoglobinopathies and hemolytic anemias" 170269.4343 TRUE
"633" "yll" "High-income" "Hepatitis" 174172.26877 TRUE
"634" "yll" "High-income" "HIV/AIDS" 1018755.667 TRUE
"635" "yll" "High-income" "Injuries" 17165652.278864 FALSE
"636" "yll" "High-income" "Leprosy" 0 TRUE
"637" "yll" "High-income" "Malaria" 99.3754 TRUE
"638" "yll" "High-income" "Maternal disorders" 87666.46046252 TRUE
"639" "yll" "High-income" "Mental and behavioral disorders" 2205638.07095 TRUE
"640" "yll" "High-income" "Musculoskeletal disorders" 670006.28457 TRUE
"641" "yll" "High-income" "Neglected tropical diseases excluding malaria" 100387.0913177 TRUE
"642" "yll" "High-income" "Neonatal disorders" 3173923.26741 TRUE
"643" "yll" "High-income" "Neoplasms" 41434085.43655 TRUE
"644" "yll" "High-income" "Neurological disorders" 4505273.16805 TRUE
"645" "yll" "High-income" "Nutritional deficiencies" 271224.131401 TRUE
"646" "yll" "High-income" "Sexually transmitted diseases excluding HIV" 33970.468009 TRUE
"647" "yll" "High-income" "Skin and subcutaneous diseases" 184051.4017 TRUE
"648" "yll" "High-income" "Sudden infant death syndrome" 316814.359 TRUE
"649" "yll" "High-income" "Tuberculosis" 272843.5714 TRUE
"650" "yll" "Latin America and Caribbean" "Cardiovascular and circulatory diseases" 13877968.5931 TRUE
"651" "yll" "Latin America and Caribbean" "Chronic respiratory diseases" 2429860.97846 TRUE
"652" "yll" "Latin America and Caribbean" "Cirrhosis of the liver" 2340255.6045 TRUE
"653" "yll" "Latin America and Caribbean" "Congenital anomalies" 3396777.362 TRUE
"654" "yll" "Latin America and Caribbean" "Diabetes, urinary diseases and male infertility" 4803326.94516 TRUE
"655" "yll" "Latin America and Caribbean" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 9051400.587314 TRUE
"656" "yll" "Latin America and Caribbean" "Digestive diseases (except cirrhosis)" 1589733.89352 TRUE
"657" "yll" "Latin America and Caribbean" "Excluded residual categories" 847340.7992 FALSE
"658" "yll" "Latin America and Caribbean" "Gynecological diseases" 22985.85452 TRUE
"659" "yll" "Latin America and Caribbean" "Hemoglobinopathies and hemolytic anemias" 173109.149 TRUE
"660" "yll" "Latin America and Caribbean" "Hepatitis" 120133.1836 TRUE
"661" "yll" "Latin America and Caribbean" "HIV/AIDS" 3396144.166 TRUE
"662" "yll" "Latin America and Caribbean" "Injuries" 17263116.91417 FALSE
"663" "yll" "Latin America and Caribbean" "Leprosy" 0 TRUE
"664" "yll" "Latin America and Caribbean" "Malaria" 92867.45967 TRUE
"665" "yll" "Latin America and Caribbean" "Maternal disorders" 443855.5223904 TRUE
"666" "yll" "Latin America and Caribbean" "Mental and behavioral disorders" 698302.21509 TRUE
"667" "yll" "Latin America and Caribbean" "Musculoskeletal disorders" 311042.921 TRUE
"668" "yll" "Latin America and Caribbean" "Neglected tropical diseases excluding malaria" 421363.95973011 TRUE
"669" "yll" "Latin America and Caribbean" "Neonatal disorders" 9430098.5158 TRUE
"670" "yll" "Latin America and Caribbean" "Neoplasms" 9482885.95828 TRUE
"671" "yll" "Latin America and Caribbean" "Neurological disorders" 984454.9004 TRUE
"672" "yll" "Latin America and Caribbean" "Nutritional deficiencies" 1639995.233033 TRUE
"673" "yll" "Latin America and Caribbean" "Sexually transmitted diseases excluding HIV" 388799.8621 TRUE
"674" "yll" "Latin America and Caribbean" "Skin and subcutaneous diseases" 129270.1439 TRUE
"675" "yll" "Latin America and Caribbean" "Sudden infant death syndrome" 72350.122 TRUE
"676" "yll" "Latin America and Caribbean" "Tuberculosis" 792719.2775 TRUE
"677" "yll" "North Africa and Middle East" "Cardiovascular and circulatory diseases" 18200967.5883 TRUE
"678" "yll" "North Africa and Middle East" "Chronic respiratory diseases" 2270654.6384 TRUE
"679" "yll" "North Africa and Middle East" "Cirrhosis of the liver" 1442692.625 TRUE
"680" "yll" "North Africa and Middle East" "Congenital anomalies" 4841947.05 TRUE
"681" "yll" "North Africa and Middle East" "Diabetes, urinary diseases and male infertility" 2550838.0774 TRUE
"682" "yll" "North Africa and Middle East" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 9642370.695332 TRUE
"683" "yll" "North Africa and Middle East" "Digestive diseases (except cirrhosis)" 923062.712257 TRUE
"684" "yll" "North Africa and Middle East" "Excluded residual categories" 951915.346 FALSE
"685" "yll" "North Africa and Middle East" "Gynecological diseases" 11004.73902 TRUE
"686" "yll" "North Africa and Middle East" "Hemoglobinopathies and hemolytic anemias" 407635.943 TRUE
"687" "yll" "North Africa and Middle East" "Hepatitis" 304005.981 TRUE
"688" "yll" "North Africa and Middle East" "HIV/AIDS" 266502.3841 TRUE
"689" "yll" "North Africa and Middle East" "Injuries" 9551451.7749 FALSE
"690" "yll" "North Africa and Middle East" "Leprosy" 0 TRUE
"691" "yll" "North Africa and Middle East" "Malaria" 474403.5671 TRUE
"692" "yll" "North Africa and Middle East" "Maternal disorders" 347145.39416 TRUE
"693" "yll" "North Africa and Middle East" "Mental and behavioral disorders" 342719.2778 TRUE
"694" "yll" "North Africa and Middle East" "Musculoskeletal disorders" 97377.2977 TRUE
"695" "yll" "North Africa and Middle East" "Neglected tropical diseases excluding malaria" 368168.469699 TRUE
"696" "yll" "North Africa and Middle East" "Neonatal disorders" 9774220.667 TRUE
"697" "yll" "North Africa and Middle East" "Neoplasms" 6119425.4502 TRUE
"698" "yll" "North Africa and Middle East" "Neurological disorders" 924578.1374 TRUE
"699" "yll" "North Africa and Middle East" "Nutritional deficiencies" 732754.1496159 TRUE
"700" "yll" "North Africa and Middle East" "Sexually transmitted diseases excluding HIV" 247034.9305 TRUE
"701" "yll" "North Africa and Middle East" "Skin and subcutaneous diseases" 91386.991 TRUE
"702" "yll" "North Africa and Middle East" "Sudden infant death syndrome" 66582.5199 TRUE
"703" "yll" "North Africa and Middle East" "Tuberculosis" 447167.378 TRUE
"704" "yll" "South Asia" "Cardiovascular and circulatory diseases" 53147808.1524 TRUE
"705" "yll" "South Asia" "Chronic respiratory diseases" 25413821.394 TRUE
"706" "yll" "South Asia" "Cirrhosis of the liver" 7617848.528 TRUE
"707" "yll" "South Asia" "Congenital anomalies" 11927805.43 TRUE
"708" "yll" "South Asia" "Diabetes, urinary diseases and male infertility" 13683980.084 TRUE
"709" "yll" "South Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 125671237.1465 TRUE
"710" "yll" "South Asia" "Digestive diseases (except cirrhosis)" 9760675.1069 TRUE
"711" "yll" "South Asia" "Excluded residual categories" 6421046.963 FALSE
"712" "yll" "South Asia" "Gynecological diseases" 31138.69 TRUE
"713" "yll" "South Asia" "Hemoglobinopathies and hemolytic anemias" 1285748.881 TRUE
"714" "yll" "South Asia" "Hepatitis" 7795137.22 TRUE
"715" "yll" "South Asia" "HIV/AIDS" 8651370.697 TRUE
"716" "yll" "South Asia" "Injuries" 69451791.208 FALSE
"717" "yll" "South Asia" "Leprosy" 0 TRUE
"718" "yll" "South Asia" "Malaria" 5216573.83 TRUE
"719" "yll" "South Asia" "Maternal disorders" 6143337.3416 TRUE
"720" "yll" "South Asia" "Mental and behavioral disorders" 530842.29106 TRUE
"721" "yll" "South Asia" "Musculoskeletal disorders" 347108.9859 TRUE
"722" "yll" "South Asia" "Neglected tropical diseases excluding malaria" 3863545.826883 TRUE
"723" "yll" "South Asia" "Neonatal disorders" 97902297.67 TRUE
"724" "yll" "South Asia" "Neoplasms" 22533584.74712 TRUE
"725" "yll" "South Asia" "Neurological disorders" 10845311.9746 TRUE
"726" "yll" "South Asia" "Nutritional deficiencies" 10706457.54297 TRUE
"727" "yll" "South Asia" "Sexually transmitted diseases excluding HIV" 3323457.67 TRUE
"728" "yll" "South Asia" "Skin and subcutaneous diseases" 1085460.704 TRUE
"729" "yll" "South Asia" "Sudden infant death syndrome" 614820.087 TRUE
"730" "yll" "South Asia" "Tuberculosis" 21005995.5 TRUE
"731" "yll" "Southeast Asia, East Asia and Oceania" "Cardiovascular and circulatory diseases" 76603246.69302 TRUE
"732" "yll" "Southeast Asia, East Asia and Oceania" "Chronic respiratory diseases" 21988928.13766 TRUE
"733" "yll" "Southeast Asia, East Asia and Oceania" "Cirrhosis of the liver" 7178240.6295 TRUE
"734" "yll" "Southeast Asia, East Asia and Oceania" "Congenital anomalies" 9220801.544 TRUE
"735" "yll" "Southeast Asia, East Asia and Oceania" "Diabetes, urinary diseases and male infertility" 12774188.31623 TRUE
"736" "yll" "Southeast Asia, East Asia and Oceania" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 32671347.901224 TRUE
"737" "yll" "Southeast Asia, East Asia and Oceania" "Digestive diseases (except cirrhosis)" 4854511.129163 TRUE
"738" "yll" "Southeast Asia, East Asia and Oceania" "Excluded residual categories" 2747225.556 FALSE
"739" "yll" "Southeast Asia, East Asia and Oceania" "Gynecological diseases" 85338.0424 TRUE
"740" "yll" "Southeast Asia, East Asia and Oceania" "Hemoglobinopathies and hemolytic anemias" 862763.3346 TRUE
"741" "yll" "Southeast Asia, East Asia and Oceania" "Hepatitis" 1761392.088 TRUE
"742" "yll" "Southeast Asia, East Asia and Oceania" "HIV/AIDS" 5178686.732 TRUE
"743" "yll" "Southeast Asia, East Asia and Oceania" "Injuries" 52979874.88001 FALSE
"744" "yll" "Southeast Asia, East Asia and Oceania" "Leprosy" 0 TRUE
"745" "yll" "Southeast Asia, East Asia and Oceania" "Malaria" 3249435.1123 TRUE
"746" "yll" "Southeast Asia, East Asia and Oceania" "Maternal disorders" 1894493.66243 TRUE
"747" "yll" "Southeast Asia, East Asia and Oceania" "Mental and behavioral disorders" 1198345.71525 TRUE
"748" "yll" "Southeast Asia, East Asia and Oceania" "Musculoskeletal disorders" 892427.42999 TRUE
"749" "yll" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" 1393996.1360762 TRUE
"750" "yll" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" 25437946.636 TRUE
"751" "yll" "Southeast Asia, East Asia and Oceania" "Neoplasms" 64803462.051138 TRUE
"752" "yll" "Southeast Asia, East Asia and Oceania" "Neurological disorders" 2910312.64192 TRUE
"753" "yll" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" 1467964.472026 TRUE
"754" "yll" "Southeast Asia, East Asia and Oceania" "Sexually transmitted diseases excluding HIV" 832404.3326 TRUE
"755" "yll" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" 512312.5905 TRUE
"756" "yll" "Southeast Asia, East Asia and Oceania" "Sudden infant death syndrome" 235197.2442 TRUE
"757" "yll" "Southeast Asia, East Asia and Oceania" "Tuberculosis" 11223078.153 TRUE
"758" "yll" "Sub-Saharian Africa" "Cardiovascular and circulatory diseases" 16911066.262498 TRUE
"759" "yll" "Sub-Saharian Africa" "Chronic respiratory diseases" 5833976.11981 TRUE
"760" "yll" "Sub-Saharian Africa" "Cirrhosis of the liver" 3356990.2585 TRUE
"761" "yll" "Sub-Saharian Africa" "Congenital anomalies" 6875511.014 TRUE
"762" "yll" "Sub-Saharian Africa" "Diabetes, urinary diseases and male infertility" 5953693.61522 TRUE
"763" "yll" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 121829287.796016 TRUE
"764" "yll" "Sub-Saharian Africa" "Digestive diseases (except cirrhosis)" 5377546.790563 TRUE
"765" "yll" "Sub-Saharian Africa" "Excluded residual categories" 7325196.826 FALSE
"766" "yll" "Sub-Saharian Africa" "Gynecological diseases" 27254.11507 TRUE
"767" "yll" "Sub-Saharian Africa" "Hemoglobinopathies and hemolytic anemias" 2292744.0364 TRUE
"768" "yll" "Sub-Saharian Africa" "Hepatitis" 1773220.1267 TRUE
"769" "yll" "Sub-Saharian Africa" "HIV/AIDS" 70492556.21708 TRUE
"770" "yll" "Sub-Saharian Africa" "Injuries" 37673450.71821 FALSE
"771" "yll" "Sub-Saharian Africa" "Leprosy" 0 TRUE
"772" "yll" "Sub-Saharian Africa" "Malaria" 88425094.01 TRUE
"773" "yll" "Sub-Saharian Africa" "Maternal disorders" 7872963.901903 TRUE
"774" "yll" "Sub-Saharian Africa" "Mental and behavioral disorders" 620289.06043 TRUE
"775" "yll" "Sub-Saharian Africa" "Musculoskeletal disorders" 523501.39997 TRUE
"776" "yll" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" 2556567.4222737 TRUE
"777" "yll" "Sub-Saharian Africa" "Neonatal disorders" 61720147.805 TRUE
"778" "yll" "Sub-Saharian Africa" "Neoplasms" 9446337.74641 TRUE
"779" "yll" "Sub-Saharian Africa" "Neurological disorders" 5027280.46636 TRUE
"780" "yll" "Sub-Saharian Africa" "Nutritional deficiencies" 23075192.280171 TRUE
"781" "yll" "Sub-Saharian Africa" "Sexually transmitted diseases excluding HIV" 6806029.8495 TRUE
"782" "yll" "Sub-Saharian Africa" "Skin and subcutaneous diseases" 1142393.3593 TRUE
"783" "yll" "Sub-Saharian Africa" "Sudden infant death syndrome" 460110.98746 TRUE
"784" "yll" "Sub-Saharian Africa" "Tuberculosis" 13526432.8546 TRUE
